City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,constantia,44.1833,28.65,5.39,83,100,8.43,RO,1701895165
286,el granada,37.5027,-122.4694,19.02,79,75,5.66,US,1701895166
287,gargalianoi,37.0667,21.6333,12.97,68,100,2.73,GR,1701895166
288,yamada,39.4667,141.95,9.42,90,100,3.38,JP,1701895166
289,ankazoabo,-22.2833,44.5167,26.13,56,14,5.31,MG,1701895166
290,lumberton,34.6182,-79.0086,12.99,41,40,6.17,US,1701895166
291,mount gambier,-37.8333,140.7667,12.26,69,100,1.44,AU,1701895166
292,castillos,-34.1667,-53.8333,20.59,92,100,1.46,UY,1701895166
293,sooke,48.3746,-123.7276,9.76,95,100,4.12,CA,1701895087
294,richards bay,-28.783,32.0377,20.05,85,100,1.9,ZA,1701895167
295,saint-pierre,-21.3393,55.4781,25.32,65,75,2.57,RE,1701895167
296,la'ie,21.6477,-157.9253,27.98,72,6,4.47,US,1701895167
297,siocon,7.7061,122.1353,25.96,88,95,2.51,PH,1701895167
298,vakarai,55.6035,23.8213,-5.71,96,89,2.92,LT,1701895167
299,dire dawa,9.5931,41.8661,19.88,43,23,0.46,ET,1701895168
300,kiunga,-6.1219,141.2906,23.32,99,99,0.29,PG,1701895168
301,port augusta,-32.5,137.7667,25.02,48,100,5.39,AU,1701895168
302,lorengau,-2.0226,147.2712,28.12,81,100,5.17,PG,1701895168
303,pahrump,36.2083,-115.9839,21.84,25,46,3.13,US,1701895168
304,port saint john's,-31.6229,29.5448,19.72,88,100,7.02,ZA,1701895169
305,pacasmayo,-7.4006,-79.5714,21.69,76,100,6.36,PE,1701895169
306,villanueva del arzobispo,38.1684,-3.0074,7.86,88,82,0.38,ES,1701895169
307,beltran,-27.8291,-64.061,25.99,60,97,3.2,AR,1701895169
308,kidal,18.4411,1.4078,24.97,12,0,2.9,ML,1701895169
309,irymple,-34.25,142.1667,26.87,28,100,3.14,AU,1701895169
310,namdrik,5.5994,168.1028,28.05,81,88,10.74,MH,1701895170
311,kailua-kona,19.6406,-155.9956,29.04,67,0,3.09,US,1701895092
312,ciudad lazaro cardenas,17.9583,-102.2,29.9,57,69,3.23,MX,1701895170
313,marica,-22.9194,-42.8186,33.97,86,18,5.13,BR,1701895170
314,santa elena de uairen,4.6167,-61.1333,24.63,64,90,2.2,VE,1701895170
315,kapsan-up,41.0903,128.2933,-10.1,80,68,1.79,KP,1701895171
316,yerofey pavlovich,53.9667,121.9667,-26.09,90,100,1.37,RU,1701895171
317,karratha,-20.7377,116.8463,29.88,27,6,4.51,AU,1701895171
318,hadibu,12.65,54.0333,24.96,68,100,5.0,YE,1701895171
319,pacific grove,36.6177,-121.9166,18.01,81,40,4.02,US,1701895171
320,chioggia,45.2256,12.2889,3.97,78,14,1.61,IT,1701895172
321,touros,-5.1989,-35.4608,26.63,77,7,6.35,BR,1701895172
322,north battleford,52.7834,-108.2847,6.89,81,100,3.09,CA,1701895017
323,sittwe,20.15,92.9,24.28,86,97,2.61,MM,1701895172
324,constitucion,-35.3333,-72.4167,18.33,66,14,7.12,CL,1701895172
325,anadyr,64.75,177.4833,-20.56,83,100,14.0,RU,1701895172
326,awjilah,29.1081,21.2869,17.42,31,86,2.15,LY,1701895173
327,pinczow,50.5205,20.5265,-0.64,97,100,2.63,PL,1701895173
328,machina,13.1364,10.0492,22.99,13,8,4.53,NG,1701895173
329,alofi,-19.0595,-169.9187,25.94,89,100,4.12,NU,1701895173
330,tsumeb,-19.2333,17.7167,23.86,57,92,3.45,NA,1701895173
331,la ronge,55.1001,-105.2842,4.14,60,75,5.14,CA,1701895173
332,znamenskoye,57.1281,73.8282,-30.35,95,9,2.84,RU,1701895174
333,kidatu,-7.6992,36.9572,23.7,93,96,0.99,TZ,1701895174
334,gisborne,-38.6533,178.0042,19.92,67,5,1.63,NZ,1701895174
335,lhasa,29.65,91.1,-2.59,61,20,0.94,CN,1701895174
336,boende,-0.2167,20.8667,22.26,99,100,1.36,CD,1701895174
337,boke,10.9409,-14.2967,24.55,80,1,1.18,GN,1701895174
338,verkhnevilyuysk,63.4453,120.3167,-46.73,100,71,1.12,RU,1701895174
339,minas de marcona,-15.2119,-75.1103,19.76,58,98,7.77,PE,1701895175
340,narwar,25.65,77.9,18.38,45,92,1.94,IN,1701895175
341,cole harbour,44.6724,-63.4751,-1.69,72,40,4.12,CA,1701895175
342,dubbo,-32.25,148.6167,22.07,56,10,5.66,AU,1701895175
343,byron bay,-28.65,153.6167,22.62,77,7,1.98,AU,1701895151
344,howrah,22.5892,88.3103,19.0,88,75,3.6,IN,1701895175
345,akureyri,65.6835,-18.0878,-16.04,85,0,1.03,IS,1701895176
346,namsos,64.4662,11.4957,-2.97,73,75,4.12,NO,1701895176
347,shirgaon,19.7,72.7,24.79,68,1,3.39,IN,1701895176
348,timimoun,29.2639,0.231,19.21,32,0,1.54,DZ,1701895176
349,howard springs,-12.497,131.047,25.95,96,99,1.8,AU,1701895176
350,nizhnyaya omka,55.4338,74.9426,-25.24,93,98,5.1,RU,1701895176
351,harran,36.86,39.0314,10.93,84,80,1.95,TR,1701895176
352,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,7.72,EC,1701895177
353,cadale,2.7603,46.3222,26.93,72,3,7.36,SO,1701895177
354,newborough,52.6389,-0.2233,2.47,93,100,2.57,GB,1701895177
355,porto torres,40.835,8.3972,11.1,68,21,4.85,IT,1701895177
356,horta,38.5333,-28.6333,18.8,77,75,9.26,PT,1701895177
357,temnikov,54.6302,43.2148,-21.57,100,91,1.24,RU,1701895177
358,ponta delgada,37.7333,-25.6667,20.4,88,75,7.72,PT,1701895178
359,sterling,39.0062,-77.4286,6.66,55,100,7.2,US,1701894888
360,jwaneng,-24.6004,24.7303,26.28,28,99,8.48,BW,1701895178
361,laghouat,33.8,2.8651,11.64,70,80,3.86,DZ,1701895178
362,vadso,70.0744,29.7487,-8.91,92,75,6.17,NO,1701895178
363,bamboo flat,11.7,92.7167,25.05,100,75,0.0,IN,1701895178
364,fort bragg,35.139,-79.006,12.08,50,40,3.6,US,1701895179
365,vila velha,-20.3297,-40.2925,27.97,83,20,7.72,BR,1701895179
366,tobelo,1.7284,128.0095,26.42,84,93,1.43,ID,1701895179
367,sao joao da barra,-21.6403,-41.0511,28.05,88,0,7.25,BR,1701895179
368,kruisfontein,-34.0033,24.7314,19.38,85,84,5.78,ZA,1701895179
369,cortez,37.3489,-108.5859,13.29,39,0,3.09,US,1701895179
370,dano,11.15,-3.0667,28.62,16,16,2.35,BF,1701895180
371,utrik,11.2278,169.8474,27.34,77,96,10.81,MH,1701895180
372,at-bashi,41.1702,75.8106,-4.69,63,7,1.22,KG,1701895180
373,raduzhnyy,62.0961,77.475,-30.49,89,6,4.68,RU,1701895180
374,jianshui,23.6363,102.8264,11.92,78,99,1.3,CN,1701895180
375,al muwayh,22.4333,41.7583,19.87,25,6,3.84,SA,1701895181
376,nar'yan-mar,67.6713,53.087,-17.51,97,100,3.57,RU,1701895181
377,san jose de feliciano,-30.3845,-58.7517,22.06,96,100,2.55,AR,1701895181
378,rudnichnyy,59.617,52.4703,-35.03,100,21,1.15,RU,1701895181
379,pandan,14.0453,124.1694,25.52,81,79,3.1,PH,1701895181
380,novospasskoye,53.1468,47.7514,-21.47,100,100,1.27,RU,1701895182
381,las khorey,11.1595,48.1967,25.15,56,61,4.35,SO,1701895182
382,paraiso,9.8383,-83.8656,23.48,76,40,2.8,CR,1701895118
383,nica,43.7031,7.2661,10.78,66,0,6.69,FR,1701895182
384,ola,59.5833,151.2833,-16.84,67,100,6.24,RU,1701895182
385,huarmey,-10.0681,-78.1522,22.41,76,99,5.26,PE,1701895182
386,bumba,2.1833,22.4667,21.89,96,99,0.22,CD,1701895182
387,nizhneudinsk,54.9076,99.0276,-19.1,98,100,2.99,RU,1701895182
388,antofagasta,-23.65,-70.4,18.6,73,12,5.12,CL,1701895183
389,southside,33.9245,-86.0225,12.72,45,0,4.12,US,1701895183
390,arteche,12.2645,125.4048,25.3,80,99,2.81,PH,1701895183
391,berezovyy,51.6667,135.7,-11.74,97,100,0.66,RU,1701895183
392,hithadhoo,-0.6,73.0833,28.33,77,39,5.0,MV,1701895183
393,mili,6.0815,171.735,27.91,82,71,9.55,MH,1701895183
394,guelmim,28.987,-10.0574,17.19,82,0,2.57,MA,1701895183
395,hami,42.8,93.45,1.13,46,81,2.93,CN,1701895183
396,caacupe,-25.3833,-57.15,32.27,84,54,1.12,PY,1701895183
397,new plymouth,-39.0667,174.0833,16.56,87,53,5.92,NZ,1701895184
398,weno,7.4515,151.8468,25.97,100,100,2.06,FM,1701895184
399,mkushi,-13.6202,29.3939,23.2,51,38,3.25,ZM,1701895184
400,vyazemskiy,47.5378,134.7525,-11.54,93,100,2.86,RU,1701895184
401,pariaman,-0.619,100.12,25.03,88,100,1.24,ID,1701895184
402,iskateley,67.6803,53.1512,-17.77,98,100,3.58,RU,1701895184
403,longboat key,27.4125,-82.659,19.03,46,0,7.2,US,1701894973
404,wakkanai,45.4094,141.6739,6.72,77,100,5.36,JP,1701895184
405,villa bruzual,9.3328,-69.1208,33.77,35,100,0.91,VE,1701895184
406,axim,4.8699,-2.2405,26.9,82,33,3.77,GH,1701895184
407,bom jesus,-9.0744,-44.3586,35.68,21,76,3.78,BR,1701895184
408,keflavik,64.0049,-22.5624,1.95,60,0,10.8,IS,1701895184
409,jinghong,21.991,100.7341,19.31,86,100,0.26,CN,1701895184
410,qamdo,31.1667,97.2333,-10.88,42,62,0.83,CN,1701895185
411,bafoulabe,13.8065,-10.8321,28.67,14,5,2.03,ML,1701895185
412,boguchany,58.3814,97.4531,-31.19,93,100,3.13,RU,1701895185
413,san pedro pochutla,15.7333,-96.4667,30.84,57,76,3.48,MX,1701895185
414,oranjemund,-28.55,16.4333,17.17,94,1,1.43,NA,1701895185
415,handan,36.6006,114.4678,8.22,31,0,2.93,CN,1701895185
416,nagireddipalli,14.2667,79.1,23.54,90,83,0.83,IN,1701895185
417,vorgashor,67.5833,63.95,-30.51,100,15,0.75,RU,1701895185
418,palikir - national government center,6.9248,158.1611,26.41,89,100,5.14,FM,1701895185
419,villa gesell,-37.2639,-56.973,16.7,95,100,5.47,AR,1701895186
420,nianzishan,47.5167,122.8833,-14.54,58,37,3.53,CN,1701895186
421,visakhapatnam,17.69,83.2093,22.98,91,92,2.74,IN,1701895186
422,saint-philippe,-21.3585,55.7679,24.77,78,54,2.58,RE,1701895186
423,mutare,-18.9707,32.6709,16.66,83,1,2.62,ZW,1701895186
424,natal,-5.795,-35.2094,29.36,69,40,6.17,BR,1701895186
425,paramonga,-10.6667,-77.8333,21.47,78,100,5.02,PE,1701895186
426,aras-asan,8.8908,126.3033,24.81,90,81,1.97,PH,1701895187
427,tocopilla,-22.092,-70.1979,21.43,66,20,6.7,CL,1701895187
428,suksun,57.1431,57.3949,-30.65,98,20,1.05,RU,1701895187
429,alappakkam,11.6,79.7333,25.65,87,19,3.65,IN,1701895187
430,zhangjiakou shi xuanhua qu,40.6103,115.0447,-0.38,45,1,1.17,CN,1701895187
431,mukalla,14.5425,49.1242,23.49,70,6,1.22,YE,1701895187
432,nelson bay,-32.7167,152.15,21.67,94,10,0.89,AU,1701895187
433,murashi,59.3999,48.9615,-27.09,99,28,1.0,RU,1701895187
434,kitimat,54.0524,-128.6534,4.27,63,99,0.89,CA,1701895187
435,torre de moncorvo,41.1792,-7.0358,4.28,95,99,0.86,PT,1701895188
436,colares,38.7992,-9.4469,14.63,83,100,7.15,PT,1701895188
437,turpan,42.9333,89.1667,1.13,48,56,0.56,CN,1701895188
438,bodo,67.28,14.405,-2.35,74,75,12.35,NO,1701895188
439,buta,2.7858,24.73,22.05,98,98,0.44,CD,1701895188
440,nyaunglebin,17.95,96.7333,22.18,88,54,2.24,MM,1701895188
441,pembury,51.143,0.3219,6.01,94,93,2.9,GB,1701895188
442,omdurman,15.6445,32.4777,25.64,19,55,6.46,SD,1701895188
443,cockburn town,21.4612,-71.1419,26.75,71,0,2.19,TC,1701895188
444,cold lake,54.4502,-110.2017,6.97,61,75,3.09,CA,1701895188
445,malango,-2.9627,119.9001,20.59,98,100,1.14,ID,1701895188
446,knyaze-volkonskoye,48.4642,135.4567,-6.11,92,100,3.58,RU,1701895189
447,gadzhiyevo,69.2551,33.3362,-15.9,98,93,4.67,RU,1701895189
448,tazovsky,67.4667,78.7,-29.42,99,100,4.16,RU,1701895189
449,kalulushi,-12.8378,28.0919,20.46,67,83,2.67,ZM,1701895189
450,kafr kanna,32.7466,35.3424,16.66,93,19,0.46,IL,1701895189
451,uturoa,-16.7333,-151.4333,26.19,81,100,7.96,PF,1701895189
452,fada,9.5667,8.3,22.56,28,16,1.31,NG,1701895189
453,gorele,41.0308,39.0031,12.25,78,62,2.39,TR,1701895189
454,kapa'a,22.0752,-159.319,26.18,73,40,5.14,US,1701895189
455,mil'kovo,55.6078,37.7956,-9.78,100,99,0.85,RU,1701895189
456,mek'ele,13.4967,39.4753,16.17,43,66,3.16,ET,1701895190
457,moses lake,47.1301,-119.2781,7.16,100,75,2.06,US,1701894998
458,adam,22.3756,57.5233,17.66,48,0,2.03,OM,1701895190
459,vikhorevka,56.1201,101.1636,-28.2,78,100,3.38,RU,1701895190
460,kharp,66.8014,65.8081,-29.95,99,10,2.0,RU,1701895190
461,nagqu,31.5,92.0,-16.66,94,11,1.32,CN,1701895190
462,mejit,10.2753,170.8646,27.54,77,90,10.05,MH,1701895190
463,tolanaro,-25.0319,46.9987,25.04,73,75,4.12,MG,1701895190
464,marsabit,2.3284,37.9899,20.5,54,1,4.05,KE,1701895190
465,jayapura,-2.5333,140.7,22.66,91,100,2.21,ID,1701895190
466,nueva gerona,21.8833,-82.8,26.12,53,44,8.83,CU,1701895190
467,ha'il,27.5219,41.6907,15.01,44,0,4.12,SA,1701895190
468,alice springs,-23.7,133.8833,26.75,34,0,4.63,AU,1701895150
469,caleta de carquin,-11.0925,-77.6267,21.85,76,100,5.1,PE,1701895191
470,nadi,-17.8,177.4167,28.0,69,20,2.06,FJ,1701895191
471,magadan,59.5667,150.8,-15.32,64,100,6.76,RU,1701895191
472,ancenis,47.3667,-1.1667,7.11,88,100,2.92,FR,1701895191
473,hasaki,35.7333,140.8333,9.05,70,96,8.72,JP,1701895191
474,papao,-17.75,-149.55,26.82,86,100,8.49,PF,1701895191
475,kankaanpaa,61.8,22.4167,-5.58,96,100,2.63,FI,1701895191
476,suva,-18.1416,178.4415,29.71,79,20,1.54,FJ,1701895191
477,bayeux,-7.125,-34.9322,28.35,69,0,6.17,BR,1701895191
478,kerikeri,-35.2268,173.9474,18.28,83,18,0.89,NZ,1701895191
479,victorica,-36.2151,-65.4359,21.99,43,43,10.47,AR,1701895191
480,loen,7.7601,168.2307,27.85,79,93,9.66,MH,1701895192
481,katima mulilo,-17.5,24.2667,26.86,30,31,1.24,NA,1701895192
482,hotan,37.0997,79.9269,5.82,15,5,1.34,CN,1701895192
483,rosolina,45.0731,12.2486,3.95,82,10,1.93,IT,1701895192
484,baoding,38.8511,115.4903,2.64,35,0,1.56,CN,1701895192
485,madarounfa,13.3087,7.156,22.92,14,70,4.09,NE,1701895192
486,sarina,-21.4333,149.2167,24.23,1,44,4.8,AU,1701895192
487,katsuura,35.1333,140.3,16.07,67,83,8.82,JP,1701895192
488,qala i naw,34.9874,63.1289,8.13,36,74,0.35,AF,1701895192
489,sept-iles,50.2001,-66.3821,-3.0,67,75,4.63,CA,1701895052
490,taltal,-25.4,-70.4833,20.38,65,22,4.06,CL,1701895192
491,alegrete,-29.7831,-55.7919,26.55,82,41,5.07,BR,1701895192
492,shilin,24.8188,103.3324,8.41,84,100,0.35,CN,1701895192
493,parambu,-6.2111,-40.6944,32.05,30,47,1.55,BR,1701895192
494,kisesa,-3.0833,34.15,19.65,84,64,1.44,TZ,1701895193
495,whittlesea,-32.1759,26.8244,13.1,94,99,0.75,ZA,1701895193
496,grand-lahou,5.1367,-5.0242,26.85,83,2,3.69,CI,1701895193
497,malegaon,20.55,74.5333,22.31,77,100,3.62,IN,1701895162
498,vilyuysk,63.7553,121.6247,-45.56,100,83,1.34,RU,1701895193
499,caxito,-8.5785,13.6643,25.07,81,4,0.69,AO,1701895193
500,regina,50.4501,-104.6178,7.06,68,20,2.57,CA,1701895193
501,zhezqazghan,47.7833,67.7667,-6.7,58,6,3.91,KZ,1701895193
502,dunedin,-45.8742,170.5036,13.78,59,80,4.02,NZ,1701895193
503,yarmouth,41.7057,-70.2286,1.65,79,100,9.83,US,1701895193
504,zakynthos,37.7914,20.8953,13.13,62,100,4.57,GR,1701894967
505,mugia,43.1041,-9.2179,13.28,83,100,13.94,ES,1701895194
506,antalaha,-14.9003,50.2788,22.93,85,1,2.08,MG,1701895194
507,qacha's nek,-30.1154,28.6894,11.22,94,100,1.55,LS,1701895194
508,sergeyevka,53.88,67.4158,-24.68,98,53,2.92,KZ,1701895194
509,taoudenni,22.6783,-3.9836,22.27,11,100,2.01,ML,1701895194
510,tahe,52.3333,124.7333,-20.96,84,100,3.14,CN,1701895194
511,chinde,26.8418,88.0763,11.09,68,97,2.38,NP,1701895194
512,sisimiut,66.9395,-53.6735,-7.32,69,73,3.24,GL,1701895194
513,guarapari,-20.6667,-40.4975,27.72,84,1,7.06,BR,1701894904
514,franceville,-1.6333,13.5836,21.54,97,53,0.62,GA,1701895194
515,fiambala,-27.6871,-67.6149,26.08,35,0,5.63,AR,1701895194
516,mount isa,-20.7333,139.5,24.87,50,2,0.51,AU,1701895195
517,vila franca do campo,37.7167,-25.4333,20.23,99,100,8.07,PT,1701895195
518,labrador city,52.9463,-66.9114,-9.05,79,75,3.6,CA,1701895195
519,puerto carreno,6.189,-67.4859,33.99,49,20,3.09,CO,1701895196
520,bardai,11.65,7.2333,21.91,18,12,3.92,NG,1701895196
521,fort st. john,56.2499,-120.8529,2.94,60,20,4.63,CA,1701894994
522,maintirano,-18.0667,44.0167,27.45,73,44,5.89,MG,1701895197
523,luganville,-15.5333,167.1667,26.87,83,100,4.76,VU,1701895197
524,el bagre,7.5927,-74.8086,29.31,78,98,1.47,CO,1701895197
525,camargo,27.6667,-105.1667,20.52,25,100,3.38,MX,1701894992
526,silvia,2.611,-76.3785,14.2,95,100,0.37,CO,1701895197
527,nizhniy ingash,56.2,96.53,-21.32,96,100,6.35,RU,1701895197
528,burang,30.25,81.1667,-13.93,43,0,1.69,CN,1701895197
529,ewo,-0.8725,14.8206,23.07,90,15,0.64,CG,1701895198
530,karaton,-6.3424,106.1045,24.27,92,100,1.45,ID,1701895198
531,fortuna,40.5982,-124.1573,13.29,96,100,7.2,US,1701895198
532,ghormach,35.7306,63.7826,9.08,38,69,1.01,AF,1701895199
533,riyadh,24.6877,46.7219,17.08,16,0,2.95,SA,1701894976
534,mangai,-4.05,19.5333,21.69,97,45,0.57,CD,1701895199
535,mudurnu,40.473,31.2076,8.8,86,100,1.51,TR,1701895199
536,forbes,-33.3833,148.0167,26.92,30,21,2.63,AU,1701895199
537,crane,31.3974,-102.3501,19.19,42,66,7.36,US,1701895199
538,trincomalee,8.5711,81.2335,26.95,82,28,1.34,LK,1701895200
539,tangalle,6.024,80.7911,24.98,92,74,1.68,LK,1701895200
540,avanigadda,16.0215,80.9181,22.75,94,61,2.29,IN,1701895200
541,paita,-5.0892,-81.1144,22.52,77,95,7.1,PE,1701895200
542,sao vicente,-23.9631,-46.3919,36.1,74,75,3.6,BR,1701895159
543,hluti,-27.2167,31.6167,17.38,96,100,1.33,SZ,1701895200
544,muisne,0.6,-80.0333,25.45,87,100,4.16,EC,1701895201
545,canico,32.6333,-16.85,20.4,87,75,3.09,PT,1701895201
546,jiagedaqi,50.4167,124.1167,-18.25,78,84,2.15,CN,1701895201
547,cascais,38.6979,-9.4215,14.73,83,100,7.15,PT,1701895202
548,chebarkul',54.9749,60.3633,-23.02,100,94,0.2,RU,1701895202
549,necochea,-38.5473,-58.7368,18.0,76,100,5.31,AR,1701895202
550,whangarei,-35.7317,174.3239,18.87,61,31,4.19,NZ,1701895104
551,meridian,43.6121,-116.3915,15.02,57,100,6.69,US,1701895124
552,bucerias,20.75,-105.3333,30.55,51,75,3.09,MX,1701895187
553,san patricio,28.017,-97.5169,23.4,48,71,5.05,US,1701895203
554,murghob,38.1702,73.9667,-14.13,66,3,1.72,TJ,1701895203
555,chontaul,43.3048,46.8597,8.17,90,100,6.33,RU,1701895203
556,kuala tungkal,-0.8167,103.4667,24.04,90,49,2.08,ID,1701895203
557,warrnambool,-38.3833,142.4833,12.22,76,100,1.65,AU,1701895203
558,saint-leu,-21.15,55.2833,24.98,92,74,4.16,RE,1701895204
559,usogorsk,63.4106,48.6872,-26.3,99,18,0.27,RU,1701895204
560,mount pearl,47.5166,-52.7813,-3.71,81,40,3.6,CA,1701895204
561,thame,51.7484,-0.9762,4.61,95,75,6.69,GB,1701895204
562,wellington,-41.2866,174.7756,19.75,73,0,8.75,NZ,1701894940
563,adrar,20.5022,-10.0711,21.02,18,100,4.53,MR,1701895204
564,nevel'sk,46.6733,141.8633,4.15,86,100,4.73,RU,1701895204
565,mchinji,-13.7984,32.8802,22.58,59,44,2.49,MW,1701895204
566,hirara,24.8,125.2833,20.92,60,75,10.29,JP,1701895161
567,ngozi,-2.9075,29.8306,13.76,94,18,0.86,BI,1701895204
568,bonthe,7.5264,-12.505,26.84,83,0,3.64,SL,1701895074
569,hammerfest,70.6634,23.6821,-5.75,68,40,9.77,NO,1701895205
570,liwale,-9.7667,37.9333,22.41,96,100,1.52,TZ,1701895205
571,vernon,50.2581,-119.2691,7.01,93,100,0.51,CA,1701895205
572,pathein,16.7833,94.7333,23.51,79,99,1.23,MM,1701895205
573,cotoca,-17.8167,-63.05,33.25,46,40,7.72,BO,1701895205
